preferred_ontology_term	MESH	UMLS	EFO	NCIT	OMIM	DOID	Orphanet	HP	MONDO	ICD-10	label
MONDO_0004086		C1333050		NCIT_C6119		DOID_7042			MONDO_0004086		ciliary body epithelioid cell melanoma
MONDO_0003553		C1332245		NCIT_C27418		DOID_5628			MONDO_0003553		ampulla of vater adenosquamous carcinoma
MONDO_0003490		C1332251		NCIT_C27417		DOID_5527			MONDO_0003490		ampulla of vater squamous cell carcinoma
MONDO_0018537		CN237538					Orphanet_424996		MONDO_0018537	C24.8|C24.9|C23|C24.0|C24.1	squamous cell carcinoma of gallbladder and extrahepatic biliary tract
MONDO_0004489		C1333593		NCIT_C6278		DOID_8186			MONDO_0004489		fallopian tube gestational choriocarcinoma
MONDO_0003503		C1333596		NCIT_C6282		DOID_5540			MONDO_0003503		fallopian tube squamous cell carcinoma
MONDO_0004166		C1512418		NCIT_C40455		DOID_7266			MONDO_0004166		hereditary fallopian tube carcinoma
MONDO_0040675				NCIT_C49012					MONDO_0040675		myofibroblastoma
MONDO_0004187		C0410005		NCIT_C3827		DOID_7327	Orphanet_477742		MONDO_0004187	M72.4	nodular fasciitis
MONDO_0000891						DOID_0080182			MONDO_0000891		mixed fibrolamellar hepatocellular carcinoma
MONDO_0004149						DOID_7222			MONDO_0004149		gallbladder pleomorphic giant cell adenocarcinoma
MONDO_0004527						DOID_8303			MONDO_0004527		congenital granular cell tumor
MONDO_0003251		C1333448		NCIT_C5700		DOID_5040			MONDO_0003251		esophageal granular cell tumor
MONDO_0004283		C1520076		NCIT_C40307		DOID_7567			MONDO_0004283		vulvar clear cell hidradenocarcinoma
MONDO_0020081		CN206983					Orphanet_98288		MONDO_0020081		macrophage or histiocytic tumor
MONDO_0015538		C2825741		NCIT_C81767			Orphanet_158019		MONDO_0015538	D76.3	indeterminate dendritic cell tumor
MONDO_0016786		C0334529		NCIT_C4293			Orphanet_254693		MONDO_0016786	O01.1	partial hydatidiform mole
MONDO_0016785		C0678213		NCIT_C4871			Orphanet_254688		MONDO_0016785	O01.0	complete hydatidiform mole
MONDO_0003990		C1518167		NCIT_C40395		DOID_6776			MONDO_0003990		malignant breast myoepithelioma
MONDO_0003935		C1518574		NCIT_C40366		DOID_6585			MONDO_0003935		oncocytic breast carcinoma
MONDO_0000377		C0334410		NCIT_C4213		DOID_0050616			MONDO_0000377		malignant Leydig cell tumor
MONDO_0021010		C0346082		NCIT_C4490					MONDO_0021010		skin lymphangiosarcoma
MONDO_0015864		C0334524		NCIT_C4290		DOID_3306	Orphanet_180234		MONDO_0015864		mixed germ cell tumor
MONDO_0016273		CN201062					Orphanet_213751		MONDO_0016273	C54.8|C54.0|C54.2|C54.1|C54.3	malignant germ cell tumor of corpus uteri
MONDO_0004479		C1334574		NCIT_C6541		DOID_8149			MONDO_0004479		malignant childhood germ cell neoplasm
MONDO_0003506		C1335571		NCIT_C5381		DOID_5547			MONDO_0003506		pulmonary artery choriocarcinoma
MONDO_0003805		C0346110|C1335381		NCIT_C7631		DOID_6201		HP_0100004	MONDO_0003805	C45.2	malignant pericardial mesothelioma
MONDO_0002223		C1518721		NCIT_C40444		DOID_2143			MONDO_0002223		ovarian malignant mesothelioma
MONDO_0001862		C0153496				DOID_14033			MONDO_0001862		malignant visceral pleura tumor
MONDO_0001861		C0153495				DOID_14032			MONDO_0001861		malignant parietal pleura tumor
MONDO_0000407						DOID_0050695			MONDO_0000407		malignant pleural solitary fibrous tumor
MONDO_0000994		C1334615		NCIT_C5531		DOID_10289			MONDO_0000994		malignant prostate phyllodes tumor
MONDO_0004192				NCIT_C7507		DOID_734			MONDO_0004192	C68.0	urethra cancer
MONDO_0002205		C0241989		NCIT_C40329		DOID_2093		HP_0030418	MONDO_0002205		vulvar melanoma
MONDO_0016747		CN201994|C0349626		NCIT_C5505			Orphanet_252050		MONDO_0016747		primary melanoma of the central nervous system
MONDO_0003907		C1518749		NCIT_C39987		DOID_6514			MONDO_0003907		"ovarian yolk sac tumor, polyvesicular vitelline pattern"
MONDO_0003905		C1518747		NCIT_C39988		DOID_6511			MONDO_0003905		"ovarian yolk sac tumor, glandular pattern"
MONDO_0003906		C1518748		NCIT_C39989		DOID_6512			MONDO_0003906		"ovarian yolk sac tumor, hepatoid pattern"
MONDO_0004343		C1266087		NCIT_C5727		DOID_7729			MONDO_0004343		pancreatic acinar cell cystadenocarcinoma
MONDO_0004327		C1336038		NCIT_C6838		DOID_7679			MONDO_0004327		sphenoid sinus Schneiderian papilloma
MONDO_0003752		C1333645		NCIT_C6837		DOID_6054			MONDO_0003752		frontal sinus Schneiderian papilloma
MONDO_0004457		C1334646		NCIT_C6839		DOID_8093			MONDO_0004457		maxillary sinus Schneiderian papilloma
MONDO_0003923		C1333476		NCIT_C6836		DOID_6559			MONDO_0003923		ethmoid sinus Schneiderian papilloma
MONDO_0004221		C1519862		NCIT_C40180		DOID_7437			MONDO_0004221		uterine corpus perivascular epithelioid cell tumor
MONDO_0018352		C0238348		NCIT_C7729		DOID_5518	Orphanet_398058		MONDO_0018352	C60.1|C60.8|C60.9|C60.2|C60.0	squamous cell carcinoma of penis
MONDO_0002935		C1518949		NCIT_C39961		DOID_4277			MONDO_0002935		penis basal cell carcinoma
MONDO_0002112				NCIT_C7354		DOID_1789			MONDO_0002112		benign peritoneal mesothelioma
MONDO_0004133		C0334312		NCIT_C4148		DOID_7179			MONDO_0004133		pituitary gland mixed eosinophil-basophil adenoma
MONDO_0054665		C4540135			OMIM_617686				MONDO_0054665		"pituitary adenoma 3, multiple types"
MONDO_0054601		C4539685			OMIM_617540				MONDO_0054601		"pituitary adenoma 5, multiple types"
MONDO_0003573		C0334233		NCIT_C4094		DOID_5662			MONDO_0003573		pleomorphic carcinoma
MONDO_0021663				NCIT_C27084					MONDO_0021663		sarcomatoid squamous cell carcinoma
MONDO_0003012		C1266043		NCIT_C27893		DOID_4473			MONDO_0003012		sarcomatoid renal cell carcinoma
MONDO_0004205		C1334464		NCIT_C27779		DOID_7381			MONDO_0004205		lymphohistiocytoid mesothelioma
MONDO_0019971							Orphanet_97338		MONDO_0019971		melanoma of soft tissue
MONDO_0004520		C1336096		NCIT_C7325		DOID_8275			MONDO_0004520		intratubular embryonal carcinoma
MONDO_0004297		C0279706		NCIT_C7998		DOID_7599			MONDO_0004297		lymphoepithelioma-like thymic carcinoma
MONDO_0004475		C1333069		NCIT_C6462		DOID_8137			MONDO_0004475		thymus clear cell carcinoma
MONDO_0003209		C1336743		NCIT_C6459		DOID_4923			MONDO_0003209		thymus gland adenocarcinoma
MONDO_0003976		C1266093		NCIT_C6886		DOID_6723			MONDO_0003976		malignant type AB thymoma
MONDO_0002592		C0278846		NCIT_C7904		DOID_3283			MONDO_0002592		invasive malignant thymoma
MONDO_0002590						DOID_3281			MONDO_0002590		combined thymoma
MONDO_0002588		C1266091		NCIT_C6454		DOID_3279	Orphanet_263310		MONDO_0002588	D15.0|C37	thymoma type A
MONDO_0002587		C1333383		NCIT_C7386		DOID_3278			MONDO_0002587		encapsulated thymoma
MONDO_0004147		C0278847		NCIT_C9080		DOID_7214			MONDO_0004147		noninvasive malignant thymoma
MONDO_0002835		C0334274				DOID_4012			MONDO_0002835		papillary transitional carcinoma
MONDO_0002832		C1516864		NCIT_C40154		DOID_4005			MONDO_0002832		endometrial transitional cell carcinoma
MONDO_0002828		C1511053		NCIT_C40297		DOID_3998			MONDO_0002828		Bartholin gland transitional cell carcinoma
MONDO_0002834		C1514430		NCIT_C39898		DOID_4011			MONDO_0002834		primary prostate urothelial carcinoma
MONDO_0016272							Orphanet_213746		MONDO_0016272	C54.1	transitional cell carcinoma of the corpus uteri
MONDO_0002833		C1517128		NCIT_C40104		DOID_4008			MONDO_0002833		fallopian tube transitional cell carcinoma
MONDO_0001978		C0854921		NCIT_C9356		DOID_14491			MONDO_0001978		regional ureteric cancer
MONDO_0003502		C1336879		NCIT_C6154		DOID_5539			MONDO_0003502		ureter squamous cell carcinoma
MONDO_0016259				NCIT_C9180			Orphanet_213610		MONDO_0016259	C54.9	carcinosarcoma of the corpus uteri
MONDO_0002877		CN201068|C1332917|C1516420		NCIT_C36097		DOID_4112	Orphanet_213787		MONDO_0002877	C53	cervical carcinosarcoma
MONDO_0004365		C1334931		NCIT_C7990		DOID_7808			MONDO_0004365		necrotic uveal melanoma
MONDO_0004062		C0279693		NCIT_C7989		DOID_6992			MONDO_0004062		intermediate cell type uveal melanoma
MONDO_0003927						DOID_6566			MONDO_0003927		posterior uveal melanoma
MONDO_0004064		CN204945		NCIT_C9088		DOID_6994			MONDO_0004064		iris melanoma
MONDO_0023054		C0270898							MONDO_0023054		klumpke's paralysis
MONDO_0022697		C0270742		NCIT_C97169		DOID_0050672			MONDO_0022697	G80.3	athetoid cerebral palsy
MONDO_0000400		C0751024		NCIT_C97177		DOID_0050673			MONDO_0000400		mixed cerebral palsy
MONDO_0020695				NCIT_C116906					MONDO_0020695		hypotonic cerebral palsy
MONDO_0000397		C0394005		NCIT_C97168		DOID_0050670			MONDO_0000397		ataxic cerebral palsy
MONDO_0022453		C2959445							MONDO_0022453		angiomyomatous hamartoma
MONDO_0016986		C0406819					Orphanet_263435		MONDO_0016986		congenital smooth muscle hamartoma
MONDO_0021977		C0474964		NCIT_C4749					MONDO_0021977		basaloid follicular hamartoma
MONDO_0021540		C0149927		NCIT_C3497					MONDO_0021540		hamartoma of lung
MONDO_0003258		C0346076		NCIT_C27506		DOID_505			MONDO_0003258		hobnail hemangioma
MONDO_0018715		C0235753		NCIT_C3841			Orphanet_458775		MONDO_0018715		congenital hemangioma
MONDO_0003172		C1304511		NCIT_C27505		DOID_486			MONDO_0003172		glomeruloid hemangioma
MONDO_0000898		C0474836				DOID_0080189			MONDO_0000898		malignant hemangioma
MONDO_0003096		C1333265		NCIT_C6555		DOID_469			MONDO_0003096		deep hemangioma
MONDO_0001974		C1335128		NCIT_C6245		DOID_14459			MONDO_0001974		hemangioma of orbit
MONDO_0003206		C0856897		NCIT_C27018		DOID_492			MONDO_0003206		acquired hemangioma
MONDO_0003126		C0853715		NCIT_C5353		DOID_476			MONDO_0003126		breast hemangioma
MONDO_0021541		C0154051		NCIT_C3634					MONDO_0021541		hemangioma of retina
MONDO_0022985									MONDO_0022985		diffuse cavernous hemangioma of the rectum
MONDO_0021542		C0346390		NCIT_C4562					MONDO_0021542		hemangioma of choroid
MONDO_0021543		C0582885		NCIT_C4831					MONDO_0021543		hemangioma of gingiva
MONDO_0003115		C1336518		NCIT_C6026		DOID_472			MONDO_0003115		subglottic hemangioma
MONDO_0003083		C0334532		NCIT_C4296		DOID_467			MONDO_0003083		venous hemangioma
MONDO_0004519		C1336546		NCIT_C6525		DOID_8274			MONDO_0004519		synovial angioma
MONDO_0000105									MONDO_0000105		"anemia, nonspherocytic hemolytic"
MONDO_0016285		CN201075					Orphanet_213817		MONDO_0016285	C53.1|C53.8|C53.0	papillary carcinoma of the cervix uteri
MONDO_0016268		CN201057					Orphanet_213726		MONDO_0016268	C54.1	papillary carcinoma of the corpus uteri
MONDO_0004350		C1321870		NCIT_C9048		DOID_7747			MONDO_0004350		pediatric extraocular retinoblastoma
MONDO_0004345		C0279987		NCIT_C8094		DOID_7732			MONDO_0004345		childhood malignant schwannoma
MONDO_0002166		C1335685		NCIT_C5553		DOID_1988			MONDO_0002166		rectum lymphoma
MONDO_0007118		C1862871			OMIM_106190	DOID_0060603	Orphanet_468666		MONDO_0007118		isolated anhidrosis with normal sweat glands
MONDO_0010020					OMIM_269700	DOID_0111136			MONDO_0010020	E88.1	congenital generalized lipodystrophy type 2
MONDO_0012071					OMIM_608594	DOID_0111135			MONDO_0012071	E88.1	congenital generalized lipodystrophy type 1
MONDO_0024349									MONDO_0024349		pityriasis alba
MONDO_0024348									MONDO_0024348		pityriasis capitis
MONDO_0024344		C0406312							MONDO_0024344		pityriasis folliculorum
MONDO_0024346		C0343100							MONDO_0024346		pityriasis amiantacea
MONDO_0024345									MONDO_0024345		pityriasis streptogenes
MONDO_0024343									MONDO_0024343		pityriasis simplex
MONDO_0024350		C1274781							MONDO_0024350		pityriasis steatoides
MONDO_0016768		CN226996					Orphanet_254373		MONDO_0016768	L43.8|L43.0|L43.9|L43.3|L43.2|L43.1	rare mucosal lichen planus
MONDO_0021377		C0023649		NCIT_C34779					MONDO_0021377		hypertrophic lichen planus
MONDO_0019194		C4329999|CN227583		NCIT_C131814			Orphanet_79088		MONDO_0019194	E88.1	localized lipodystrophy
MONDO_0013073					OMIM_613000				MONDO_0013073		"palmoplantar keratoderma, nonepidermolytic, focal 1"
MONDO_0010962					OMIM_600962				MONDO_0010962		"palmoplantar keratoderma, nonepidermolytic"
MONDO_0010849					OMIM_600231				MONDO_0010849		"palmoplantar keratoderma, Bothnian type"
MONDO_0041182		C0031736							MONDO_0041182		polymorphic light eruption
MONDO_0023246		C0302319							MONDO_0023246		linear porokeratosis
MONDO_0019212		C0265970					Orphanet_79152		MONDO_0019212	Q82.8	disseminated superficial actinic porokeratosis
MONDO_0004026		C0037293		NCIT_C3374		DOID_6873			MONDO_0004026		skin tag
MONDO_0021811		C0238284							MONDO_0021811		acute mountain sickness
MONDO_0001299		C0271686		NCIT_C27068		DOID_11503			MONDO_0001299		diabetic autonomic neuropathy
MONDO_0002934		C1334267		NCIT_C5355		DOID_4266			MONDO_0002934		intravascular angioleiomyoma
MONDO_0000499		C1852242				DOID_0050864			MONDO_0000499		non-arteritic anterior ischemic optic neuropathy
MONDO_0017256		C0339315					Orphanet_280914		MONDO_0017256	H20.0|H20.2|H20.9|H20.8|H20.1	idiopathic anterior uveitis
MONDO_0001090		C0155627				DOID_10651			MONDO_0001090		acute anterolateral myocardial infarction
MONDO_0013750					OMIM_614433	DOID_0110113			MONDO_0013750	Q21.1	atrial heart septal defect 8
MONDO_0007172		C1862389			OMIM_108800	DOID_0110106			MONDO_0007172	Q21.1	atrial heart septal defect 1
MONDO_0013770		C3280943			OMIM_614475	DOID_0110114			MONDO_0013770	Q21.1	atrial heart septal defect 9
MONDO_0001217		C0155144		NCIT_C35196		DOID_11190			MONDO_0001217	H10.22	pseudomembranous conjunctivitis
MONDO_0001725		C0152460		NCIT_C3523		DOID_13477			MONDO_0001725		balanitis xerotica obliterans
MONDO_0001618		C0004691				DOID_13031			MONDO_0001618	N47.6	balanoposthitis
MONDO_0024392		C0403764							MONDO_0024392		anaerobic balanitis
MONDO_0001270		C0156265				DOID_11354			MONDO_0001270	N21.0	stone in bladder diverticulum
MONDO_0004569		C0006091				DOID_8443			MONDO_0004569		brachial plexus neuropathy from injury
MONDO_0008076					OMIM_162100	DOID_10383			MONDO_0008076	G54.5	amyotrophic neuralgia
MONDO_0041167		C0342569							MONDO_0041167		carcinoid crisis
MONDO_0003878		C0346388		NCIT_C4561		DOID_6438			MONDO_0003878		malignant choroid melanoma
MONDO_0024410		C1096283							MONDO_0024410		infection caused by Bifidobacterium
MONDO_0001183		C0474442				DOID_11034			MONDO_0001183		contact lens corneal edema
MONDO_0001181		C0155110				DOID_11032			MONDO_0001181	H18.23	secondary corneal edema
MONDO_0001182		C0155109				DOID_11033			MONDO_0001182	H18.22	idiopathic corneal edema
MONDO_0001430		C0155095				DOID_12087			MONDO_0001430	H16.44	deep corneal vascularisation
MONDO_0022394		C0206708		NCIT_C3782					MONDO_0022394		cervical intraepithelial neoplasia
MONDO_0003030		C3642326		NCIT_C40220		DOID_4520			MONDO_0003030		endometrioid stromal sarcoma of the cervix
MONDO_0003313		C3642329		NCIT_C40270		DOID_5170			MONDO_0003313		endometrioid stromal sarcoma of the vagina
MONDO_0002923		C1519849		NCIT_C40219		DOID_4227			MONDO_0002923		uterine corpus endometrial stromal sarcoma
MONDO_0001471						DOID_12246			MONDO_0001471		histoplasmosis meningitis
MONDO_0001880						DOID_14111			MONDO_0001880	K14.2	median rhomboid glossitis
MONDO_0021082		C0345839							MONDO_0021082		Meckel diverticulum neoplasm
MONDO_0002196		C0159006				DOID_2073			MONDO_0002196	P78.0	perinatal intestinal perforation
MONDO_0001429				NCIT_C35761		DOID_12084			MONDO_0001429		transient arthropathy
MONDO_0002074		C0157770		NCIT_C35225		DOID_1670			MONDO_0002074		Behcet syndrome arthropathy
MONDO_0022208		C0152087							MONDO_0022208		crystal arthropathy
MONDO_0001798		C0152093				DOID_13781			MONDO_0001798	M35.7	hypermobility syndrome
MONDO_0004874						DOID_9754			MONDO_0004874		ganglion or cyst of synovium/tendon/bursa
MONDO_0001468		C0410485				DOID_12225			MONDO_0001468	M67.5	synovial plica syndrome
MONDO_0041295									MONDO_0041295		acute papillary necrosis
MONDO_0004673		C0432520				DOID_8883			MONDO_0004673	C00.1	lower lip cancer
MONDO_0021333		C0149637		NCIT_C3490					MONDO_0021333		carcinoma of lip
MONDO_0004621						DOID_8630			MONDO_0004621	C00.3|C00.0	upper lip cancer
MONDO_0001133		C0024588		NCIT_C34802		DOID_10823			MONDO_0001133		malignant essential hypertension
MONDO_0001785		C0155617				DOID_13731			MONDO_0001785		malignant secondary hypertension
MONDO_0001736		C0158948				DOID_13520			MONDO_0001736	P39.0	neonatal infective mastitis
MONDO_0003042		C1332207		NCIT_C27375		DOID_4547			MONDO_0003042		adult mesenchymal chondrosarcoma
MONDO_0003041		C1332982		NCIT_C27374		DOID_4546			MONDO_0003041		pediatric mesenchymal chondrosarcoma
MONDO_0001860		C0151482				DOID_14026			MONDO_0001860	D52|D52.9	folic acid deficiency anemia
MONDO_0004573						DOID_8454			MONDO_0004573	E53.0	ariboflavinosis
MONDO_0001296						DOID_11491			MONDO_0001296	H53.62	acquired night blindness
MONDO_0002226		C0275932				DOID_2148			MONDO_0002226	A18.17	tuberculous oophoritis
MONDO_0000958		C0154874				DOID_10176			MONDO_0000958	H30.9	neuroretinitis
MONDO_0004767		C0042588		NCIT_C12787		DOID_9365			MONDO_0004767	N49.0	vesiculitis
MONDO_0002509		C0436545		NCIT_C27162		DOID_3089			MONDO_0002509		non-specific granulomatous orchitis
MONDO_0004500		C1336529		NCIT_C7779		DOID_8208			MONDO_0004500		lung superior sulcus carcinoma
MONDO_0004303		C0279700		NCIT_C7993		DOID_7609			MONDO_0004303		parathyroid gland clear cell adenoma
MONDO_0004302		C0334320		NCIT_C4154		DOID_7607			MONDO_0004302		chief cell adenoma
MONDO_0004304		C0279701		NCIT_C7994		DOID_7610			MONDO_0004304		mixed cell type adenoma of parathyroid
MONDO_0004305		C1335351		NCIT_C27393		DOID_7611			MONDO_0004305		parathyroid oncocytic adenoma
MONDO_0021458		C0149627		NCIT_C3489					MONDO_0021458	D29.0	benign neoplasm of penis
MONDO_0022768									MONDO_0022768		chronic polyradiculoneuritis
MONDO_0024416		C0276121							MONDO_0024416		Neorickettsia infectious disease
MONDO_0002410		C0156254				DOID_2743			MONDO_0002410	N28.85	pyeloureteritis cystica
MONDO_0001630		C0006123		NCIT_C34436		DOID_13094			MONDO_0001630	H34.23	branch retinal artery occlusion
MONDO_0004583		C0154840		NCIT_C35193		DOID_8482			MONDO_0004583	H34.0	transient retinal arterial occlusion
MONDO_0001985		C0154839		NCIT_C35192		DOID_14522			MONDO_0001985	H34.219	partial arterial retinal occlusion
MONDO_0002088		C0271080		NCIT_C35341		DOID_1726			MONDO_0002088	H34.82	partial retinal vein occlusion
MONDO_0021777		C0035440		NCIT_C34985					MONDO_0021777		acute rheumatic heart disease
MONDO_0003635		C1519207		NCIT_C40369		DOID_5760			MONDO_0003635		sebaceous breast carcinoma
MONDO_0003636		C1520094		NCIT_C40309		DOID_5761			MONDO_0003636		vulvar sebaceous carcinoma
MONDO_0001750						DOID_13575			MONDO_0001750		non-renal secondary hyperparathyroidism
MONDO_0027091									MONDO_0027091		xanthogranulomatous sialadenitis
MONDO_0003066		C0235591		NCIT_C27016		DOID_4636			MONDO_0003066		submandibular adenitis
MONDO_0002423		C0345873		NCIT_C4877		DOID_2780			MONDO_0002423		rectosigmoid junction neoplasm
MONDO_0001464		C0153436				DOID_12192			MONDO_0001464	C18.7	sigmoid colon cancer
MONDO_0003414		C0585475		NCIT_C4114		DOID_5376	Orphanet_499182		MONDO_0003414	C44.3|C44.4	skin pilomatrix carcinoma
MONDO_0002630		C0279622		NCIT_C4023		DOID_3377			MONDO_0002630		small cell osteogenic sarcoma
